t_measurement,t_report,device_id,signal_name,value
1717241594.2570534,1717241584.2570536,device1,energy import,13.0
1717241594.2585785,1717241584.2585788,device2,energy import,4.0
1717241604.2703154,1717241594.2703173,device1,energy export,57.0
1717241604.2741253,1717241594.2741258,device2,energy export,80.0
1717241614.2856314,1717241604.2856328,device1,energy export,61.0
1717241624.3006720,1717241614.3006735,device2,energy import,1.0
1717241634.3160410,1717241624.3160422,device1,energy export,52.0
1717241634.3198880,1717241624.3198888,device2,energy import,8.0
1717241644.3319197,1717241634.3319206,device1,energy export,58.0
1717241654.3451285,1717241644.3451300,device1,energy export,60.0
1717241664.3569690,1717241654.3569713,device2,energy import,6.0
1717241674.3717225,1717241664.3717244,device1,energy export,58.0
1717241674.3757598,1717241664.3757603,device1,energy import,16.0
1717241674.3776379,1717241664.3776380,device2,energy export,80.0
1717241674.3792863,1717241664.3792865,device2,energy import,6.0
1717241684.3906314,1717241674.3906330,device2,energy export,82.0
1717241684.3943214,1717241674.3943222,device2,energy import,7.0
1717241694.4065363,1717241684.4065380,device2,energy export,80.0
1717241704.4214742,1717241694.4214761,device1,energy import,13.0
1717241704.4252740,1717241694.4252744,device2,energy import,7.0
1717241714.4376423,1717241704.4376447,device1,energy export,64.0
1717241714.4422865,1717241704.4422880,device1,energy import,17.0
1717241714.4452877,1717241704.4452887,device2,energy export,80.0
1717241724.4573696,1717241714.4573715,device1,energy export,67.0
1717241724.4623644,1717241714.4623647,device1,energy import,17.0
1717241734.4759240,1717241724.4759257,device1,energy export,66.0
1717241734.4804716,1717241724.4804718,device2,energy export,85.0
1717241734.4822590,1717241724.4822593,device2,energy import,9.0
1717241744.4940367,1717241734.4940395,device1,energy export,51.0
1717241744.4983418,1717241734.4983428,device2,energy export,84.0
1717241744.5014348,1717241734.5014358,device2,energy import,1.0
1717241754.5138175,1717241744.5138190,device2,energy import,8.0
1717241764.5279640,1717241754.5279660,device1,energy export,51.0
1717241764.5316305,1717241754.5316317,device1,energy import,16.0
1717241764.5330910,1717241754.5330920,device2,energy import,5.0
1717241774.5443099,1717241764.5443113,device2,energy import,2.0
1717241784.5539730,1717241774.5539744,device1,energy import,13.0
1717241794.5690901,1717241784.5690913,device2,energy export,84.0
1717241794.5726507,1717241784.5726516,device2,energy import,8.0
1717241804.5847282,1717241794.5847297,device1,energy export,58.0
1717241804.5885887,1717241794.5885897,device1,energy import,13.0
1717241804.5901783,1717241794.5901785,device2,energy import,10.0
1717241814.6014795,1717241804.6014812,device1,energy export,54.0
1717241814.6061168,1717241804.6061170,device2,energy export,80.0
1717241814.6084783,1717241804.6084785,device2,energy import,1.0
1717241834.6318564,1717241824.6318574,device1,energy export,68.0
1717241834.6342072,1717241824.6342077,device2,energy import,0.0
1717241844.6451836,1717241834.6451850,device1,energy import,18.0
1717241844.6477644,1717241834.6477652,device2,energy import,6.0
1717241864.6692180,1717241854.6692202,device2,energy export,81.0
1717241864.6719600,1717241854.6719608,device2,energy import,9.0
1717241874.6832604,1717241864.6832612,device1,energy export,63.0
1717241884.6957495,1717241874.6957514,device1,energy export,61.0
1717241884.6983159,1717241874.6983166,device2,energy export,82.0
1717241894.7106320,1717241884.7106335,device1,energy import,15.0
1717241894.7138110,1717241884.7138119,device2,energy export,90.0
1717241894.7153046,1717241884.7153046,device2,energy import,1.0
1717241904.7269344,1717241894.7269356,device2,energy import,7.0
1717241914.7410967,1717241904.7410984,device1,energy export,63.0
1717241914.7464316,1717241904.7464320,device1,energy import,17.0
1717241924.7595446,1717241914.7595458,device2,energy import,6.0
1717241934.7730360,1717241924.7730380,device1,energy import,17.0
1717241934.7778375,1717241924.7778380,device2,energy import,9.0
1717241944.7911067,1717241934.7911088,device1,energy export,61.0
1717241944.7953498,1717241934.7953506,device2,energy export,82.0
1717241954.8073697,1717241944.8073716,device1,energy export,53.0
1717241964.8225296,1717241954.8225312,device1,energy import,12.0
1717241964.8273100,1717241954.8273106,device2,energy export,85.0
1717241974.8391387,1717241964.8391404,device1,energy import,12.0
1717241974.8435680,1717241964.8435690,device2,energy export,81.0
1717241984.8564985,1717241974.8564997,device1,energy export,58.0
1717241984.8609025,1717241974.8609037,device1,energy import,12.0
1717241984.8632180,1717241974.8632188,device2,energy export,81.0
1717241984.8652327,1717241974.8652330,device2,energy import,6.0
1717241994.8773470,1717241984.8773484,device1,energy export,61.0
1717241994.8808086,1717241984.8808090,device2,energy export,90.0
1717242004.8929143,1717241994.8929160,device1,energy import,14.0
1717242004.8972285,1717241994.8972290,device2,energy import,6.0
1717242014.9095836,1717242004.9095852,device2,energy export,86.0
1717242014.9141830,1717242004.9141834,device2,energy import,10.0
1717242024.9266472,1717242014.9266517,device1,energy export,68.0
1717242024.9311018,1717242014.9311020,device2,energy export,89.0
1717242044.9543495,1717242034.9543529,device1,energy export,56.0
1717242054.9692326,1717242044.9692340,device2,energy import,6.0
1717242064.9839573,1717242054.9839585,device1,energy import,11.0
1717242064.9883177,1717242054.9883180,device2,energy export,87.0
1717242074.9953232,1717242064.9953249,device1,energy export,58.0
1717242074.9997559,1717242064.9997560,device2,energy export,82.0
1717242085.0121562,1717242075.0121574,device1,energy export,69.0
1717242085.0167290,1717242075.0167294,device1,energy import,10.0
1717242095.0214572,1717242085.0214603,device1,energy export,56.0
1717242095.0263480,1717242085.0263490,device2,energy export,84.0
1717242105.0385497,1717242095.0385516,device1,energy export,65.0
1717242105.0434892,1717242095.0434904,device1,energy import,20.0
1717242105.0455108,1717242095.0455112,device2,energy export,87.0
1717242105.0473294,1717242095.0473300,device2,energy import,10.0
1717242115.0596762,1717242105.0596783,device2,energy export,87.0
1717242125.0741816,1717242115.0741832,device1,energy export,58.0
1717242135.0891940,1717242125.0891957,device1,energy import,13.0
1717242135.0932890,1717242125.0932891,device2,energy export,89.0
1717242135.0950918,1717242125.0950920,device2,energy import,3.0
1717242145.1070170,1717242135.1070182,device1,energy import,17.0
1717242145.1102011,1717242135.1102016,device2,energy export,80.0
1717242145.1113990,1717242135.1113992,device2,energy import,5.0
1717248374.6084263,1717248364.6084301,device1,energy export,63.0
1717248374.6112921,1717248364.6112926,device2,energy export,80.0
1717248374.6128602,1717248364.6128607,device2,energy import,5.0
1717248384.6239705,1717248374.6239712,device1,energy export,60.0
1717248384.6269877,1717248374.6269886,device1,energy import,17.0
1717248384.6290686,1717248374.6290690,device2,energy export,81.0
1717248384.6305392,1717248374.6305401,device2,energy import,0.0
1717248394.6425836,1717248384.6425840,device1,energy export,67.0
1717248394.6450858,1717248384.6450865,device2,energy import,3.0
1717248404.6569040,1717248394.6569050,device1,energy export,58.0
1717248404.6605835,1717248394.6605850,device1,energy import,13.0
1717248414.6724846,1717248404.6724858,device1,energy import,18.0
1717248414.6752985,1717248404.6752994,device2,energy export,81.0
1717248424.6870034,1717248414.6870070,device1,energy export,62.0
1717248434.6919665,1717248424.6919684,device1,energy import,11.0
1717248434.6943452,1717248424.6943457,device2,energy export,86.0
1717248434.6960196,1717248424.6960201,device2,energy import,2.0
1717248444.7076948,1717248434.7076957,device1,energy export,57.0
1717248444.7108765,1717248434.7108767,device1,energy import,20.0
1717248454.7225127,1717248444.7225134,device1,energy export,59.0
1717248454.7247398,1717248444.7247403,device1,energy import,18.0
1717248454.7265568,1717248444.7265573,device2,energy export,83.0
1717248464.7389767,1717248454.7389781,device1,energy export,67.0
1717248464.7452052,1717248454.7452060,device2,energy import,9.0
1717248474.7576246,1717248464.7576253,device2,energy export,84.0
1717248474.7606878,1717248464.7606883,device2,energy import,3.0
1717248484.7728250,1717248474.7728271,device1,energy export,63.0
1717248484.7760909,1717248474.7760920,device2,energy import,6.0
1717248504.7982035,1717248494.7982042,device1,energy export,58.0
1717248504.8010094,1717248494.8010106,device2,energy import,1.0
1717248514.8128300,1717248504.8128312,device1,energy export,55.0
1717248514.8191006,1717248504.8191040,device1,energy import,15.0
1717248524.8328118,1717248514.8328164,device1,energy export,64.0
1717248544.8604922,1717248534.8604946,device1,energy export,66.0
1717248544.8649256,1717248534.8649266,device1,energy import,15.0
1717248544.8672780,1717248534.8672783,device2,energy import,2.0
1717248554.8795006,1717248544.8795044,device1,energy export,67.0
1717248554.8825200,1717248544.8825204,device2,energy export,86.0
1717248554.8837924,1717248544.8837926,device2,energy import,9.0
1717248564.8949468,1717248554.8949480,device1,energy export,61.0
1717248574.9081610,1717248564.9081619,device2,energy import,6.0
1717248584.9205863,1717248574.9205873,device2,energy export,87.0
1717248594.9341369,1717248584.9341385,device1,energy import,14.0
1717248604.9485116,1717248594.9485126,device1,energy import,17.0
1717248614.9605932,1717248604.9605944,device1,energy export,51.0
1717248614.9640170,1717248604.9640176,device1,energy import,10.0
1717248614.9658418,1717248604.9658425,device2,energy export,88.0
1717248624.9774508,1717248614.9774520,device1,energy export,61.0
1717248634.9913547,1717248624.9913561,device2,energy import,9.0
1717248645.0058740,1717248635.0058753,device1,energy import,10.0
1717248655.0211770,1717248645.0211800,device1,energy export,65.0
1717248655.0237410,1717248645.0237417,device2,energy export,81.0
1717248655.0253334,1717248645.0253341,device2,energy import,4.0
1717248665.0369778,1717248655.0369794,device1,energy export,62.0
1717248665.0402212,1717248655.0402224,device1,energy import,20.0
1717248665.0426240,1717248655.0426245,device2,energy import,1.0
1717248675.0546482,1717248665.0546490,device1,energy export,55.0
1717248675.0584168,1717248665.0584173,device1,energy import,18.0
1717248675.0608025,1717248665.0608032,device2,energy export,85.0
1717248685.0725617,1717248675.0725627,device1,energy export,64.0
1717248685.0759568,1717248675.0759575,device2,energy export,85.0
1717248685.0784460,1717248675.0784461,device2,energy import,0.0
1717248695.0900722,1717248685.0900729,device1,energy import,17.0
1717248695.0926368,1717248685.0926383,device2,energy export,87.0
1717248705.1047893,1717248695.1047902,device1,energy import,19.0
1717248715.1180549,1717248705.1180565,device1,energy export,56.0
1717248715.1226820,1717248705.1226830,device2,energy export,90.0
1717248725.1353176,1717248715.1353197,device1,energy import,14.0
1717248725.1396490,1717248715.1396499,device2,energy export,81.0
1717248725.1414082,1717248715.1414087,device2,energy import,6.0
1717248735.1520417,1717248725.1520429,device1,energy export,56.0
1717248745.1655765,1717248735.1655774,device1,energy import,20.0
1717248755.1800005,1717248745.1800017,device1,energy import,16.0
1717248755.1844323,1717248745.1844332,device2,energy export,89.0
1717248755.1865220,1717248745.1865225,device2,energy import,6.0
1717248765.1982750,1717248755.1982760,device1,energy export,60.0
1717248765.2012625,1717248755.2012632,device2,energy export,81.0
1717248775.2131567,1717248765.2131580,device1,energy export,68.0
1717248775.2171900,1717248765.2171910,device1,energy import,18.0
1717248775.2185738,1717248765.2185743,device2,energy export,86.0
1717248775.2196789,1717248765.2196790,device2,energy import,7.0
1717248785.2309346,1717248775.2309356,device1,energy export,53.0
1717248785.2336264,1717248775.2336270,device1,energy import,19.0
1717248785.2348082,1717248775.2348087,device2,energy export,89.0
1717248785.2356915,1717248775.2356918,device2,energy import,7.0
1717248795.2469058,1717248785.2469072,device2,energy export,82.0
1717248795.2501998,1717248785.2502012,device2,energy import,2.0
1717248805.2622435,1717248795.2622450,device1,energy export,61.0
1717248805.2658637,1717248795.2658641,device2,energy export,88.0
1717248805.2674120,1717248795.2674120,device2,energy import,3.0
1717248815.2785350,1717248805.2785354,device2,energy export,82.0
1717248815.2819543,1717248805.2819545,device2,energy import,9.0
1717248825.2937648,1717248815.2937680,device1,energy import,19.0
1717248835.3117492,1717248825.3117514,device1,energy export,70.0
1717248835.3145328,1717248825.3145342,device2,energy export,86.0
1717248845.3264112,1717248835.3264120,device1,energy export,64.0
1717248855.3399894,1717248845.3399904,device1,energy import,16.0
1717248855.3423738,1717248845.3423746,device2,energy export,83.0
1717248865.3540354,1717248855.3540382,device2,energy export,90.0
1717248875.3675140,1717248865.3675153,device1,energy export,55.0
1717248875.3705902,1717248865.3705907,device1,energy import,16.0
1717248875.3724463,1717248865.3724468,device2,energy export,89.0
1717248885.3843765,1717248875.3843777,device1,energy import,12.0
1717248885.3874695,1717248875.3874705,device2,energy export,89.0
1717248895.3986974,1717248885.3986983,device1,energy import,19.0
1717248895.4016013,1717248885.4016018,device2,energy import,7.0
1717248905.4133265,1717248895.4133277,device1,energy export,61.0
1717248905.4157453,1717248895.4157460,device1,energy import,16.0
1717248905.4172697,1717248895.4172702,device2,energy export,90.0
1717248915.4286768,1717248905.4286778,device1,energy export,59.0
1717248915.4324114,1717248905.4324124,device2,energy import,0.0
1717248925.4443371,1717248915.4443376,device1,energy export,68.0
1717248925.4472480,1717248915.4472485,device1,energy import,16.0
1717248925.4483993,1717248915.4484000,device2,energy import,7.0
1717248935.4601980,1717248925.4601986,device1,energy import,10.0
1717248935.4630868,1717248925.4630876,device2,energy import,2.0
1717248945.4743001,1717248935.4743010,device2,energy export,87.0
1717248945.4780698,1717248935.4780705,device2,energy import,3.0
1717248955.4905245,1717248945.4905260,device1,energy export,62.0
1717248955.4941745,1717248945.4941747,device1,energy import,18.0
1717248955.4958162,1717248945.4958165,device2,energy import,7.0
1717248965.5048847,1717248955.5048857,device1,energy export,69.0
1717248965.5069510,1717248955.5069516,device1,energy import,19.0
1717248965.5086896,1717248955.5086900,device2,energy import,1.0
1717248975.5183587,1717248965.5183601,device1,energy export,53.0
1717248985.5321887,1717248975.5321894,device1,energy import,18.0
1717248985.5355134,1717248975.5355136,device2,energy import,1.0
1717248995.5470445,1717248985.5470462,device1,energy export,60.0
1717249005.5623152,1717248995.5623167,device2,energy export,89.0
